card_id,name,number,rarity,types,set.name,set.release_date,images.large,prices.cardmarket_trend,prices.tcgplayer_variants.holofoil.market
swsh6-97,Galarian Moltres V,97,Rare Holo V,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/97_hires.png,1.59,1.78
swsh6-98,Galarian Slowking,98,Rare Holo,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/98_hires.png,0.43,0.46
swsh6-99,Galarian Slowking V,99,Rare Holo V,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/99_hires.png,1.04,1.35
swsh6-100,Galarian Slowking VMAX,100,Rare Holo VMAX,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/100_hires.png,1.63,1.82
swsh6-101,Qwilfish,101,Common,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/101_hires.png,0.03,
swsh6-102,Seviper,102,Rare,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/102_hires.png,0.09,
swsh6-103,Spiritomb,103,Rare,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/103_hires.png,0.1,
swsh6-104,Liepard V,104,Rare Holo V,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/104_hires.png,0.85,1.06
swsh6-105,Venipede,105,Common,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/105_hires.png,0.04,
swsh6-106,Whirlipede,106,Uncommon,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/106_hires.png,0.03,
swsh6-107,Scolipede,107,Rare,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/107_hires.png,0.11,
swsh6-108,Single Strike Urshifu,108,Rare Holo,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/108_hires.png,0.61,0.37
swsh6-109,Aron,109,Common,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/109_hires.png,0.03,
swsh6-110,Lairon,110,Uncommon,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/110_hires.png,0.04,
swsh6-111,Aggron,111,Rare,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/111_hires.png,0.09,
swsh6-112,Metagross V,112,Rare Holo V,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/112_hires.png,1.35,1.26
swsh6-113,Metagross VMAX,113,Rare Holo VMAX,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/113_hires.png,1.59,3.08
swsh6-114,Cobalion,114,Rare Holo,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/114_hires.png,0.22,0.24
swsh6-115,Tauros,115,Rare Holo,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/115_hires.png,0.22,0.29
swsh6-116,Porygon,116,Common,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/116_hires.png,0.03,
swsh6-117,Porygon2,117,Uncommon,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/117_hires.png,0.03,
swsh6-118,Porygon-Z,118,Rare Holo,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/118_hires.png,0.48,0.72
swsh6-119,Blissey V,119,Rare Holo V,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/119_hires.png,1.17,0.98
swsh6-120,Zangoose,120,Rare,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/120_hires.png,0.08,
swsh6-121,Castform,121,Common,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/121_hires.png,0.06,
swsh6-122,Kecleon,122,Rare,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/122_hires.png,0.06,
swsh6-123,Shaymin,123,Rare Holo,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/123_hires.png,0.38,0.35
swsh6-124,Tornadus V,124,Rare Holo V,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/124_hires.png,0.67,0.76
swsh6-125,Tornadus VMAX,125,Rare Holo VMAX,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/125_hires.png,1.68,1.38
swsh6-126,Furfrou,126,Common,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/126_hires.png,0.04,
swsh6-127,Skwovet,127,Common,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/127_hires.png,0.04,
swsh6-128,Greedent,128,Rare Holo,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/128_hires.png,0.37,0.34
swsh6-129,Agatha,129,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/129_hires.png,0.05,
swsh6-130,Avery,130,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/130_hires.png,0.08,
swsh6-131,Brawly,131,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/131_hires.png,0.06,
swsh6-132,Caitlin,132,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/132_hires.png,0.02,
swsh6-133,Crushing Gloves,133,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/133_hires.png,0.03,
swsh6-134,Doctor,134,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/134_hires.png,0.03,
swsh6-135,Dyna Tree Hill,135,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/135_hires.png,0.02,
swsh6-136,Echoing Horn,136,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/136_hires.png,0.02,
swsh6-137,Expedition Uniform,137,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/137_hires.png,0.02,
swsh6-138,Fire-Resistant Gloves,138,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/138_hires.png,0.02,
swsh6-139,Flannery,139,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/139_hires.png,0.05,
swsh6-140,Fog Crystal,140,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/140_hires.png,0.07,
swsh6-141,Galarian Chestplate,141,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/141_hires.png,0.03,
swsh6-142,Honey,142,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/142_hires.png,0.03,
swsh6-143,Justified Gloves,143,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/143_hires.png,0.03,
swsh6-144,Karen's Conviction,144,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/144_hires.png,0.02,
swsh6-145,Klara,145,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/145_hires.png,0.09,
swsh6-146,Melony,146,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/146_hires.png,0.04,
swsh6-147,Old Cemetery,147,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/147_hires.png,0.03,
swsh6-148,Path to the Peak,148,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/148_hires.png,0.06,
swsh6-149,Peonia,149,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/149_hires.png,0.04,
swsh6-150,Peony,150,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/150_hires.png,0.06,
swsh6-151,Rapid Strike Scroll of the Skies,151,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/151_hires.png,0.03,
swsh6-152,Rugged Helmet,152,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/152_hires.png,0.04,
swsh6-153,Siebold,153,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/153_hires.png,0.03,
swsh6-154,Single Strike Scroll of Piercing,154,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/154_hires.png,0.02,
swsh6-155,Weeding Gloves,155,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/155_hires.png,0.04,
swsh6-156,Welcoming Lantern,156,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/156_hires.png,0.03,
swsh6-157,Impact Energy,157,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/157_hires.png,0.02,
swsh6-158,Lucky Energy,158,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/158_hires.png,0.06,
swsh6-159,Spiral Energy,159,Uncommon,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/159_hires.png,0.04,
swsh6-160,Celebi V,160,Rare Ultra,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/160_hires.png,7.15,13.72
swsh6-161,Blaziken V,161,Rare Ultra,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/161_hires.png,6.96,10.95
swsh6-162,Volcanion V,162,Rare Ultra,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/162_hires.png,2.74,2.3
swsh6-163,Ice Rider Calyrex V,163,Rare Ultra,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/163_hires.png,5.83,5.59
swsh6-164,Ice Rider Calyrex V,164,Rare Ultra,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/164_hires.png,27.46,23.79
swsh6-165,Zeraora V,165,Rare Ultra,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/165_hires.png,7.76,12.46
swsh6-166,Zeraora V,166,Rare Ultra,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/166_hires.png,80.83,91.95
swsh6-167,Galarian Rapidash V,167,Rare Ultra,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/167_hires.png,9.63,13.7
swsh6-168,Galarian Rapidash V,168,Rare Ultra,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/168_hires.png,55.27,89.21
swsh6-169,Galarian Articuno V,169,Rare Ultra,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/169_hires.png,8.25,12.89
swsh6-170,Galarian Articuno V,170,Rare Ultra,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/170_hires.png,74.97,76.27
swsh6-171,Shadow Rider Calyrex V,171,Rare Ultra,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/171_hires.png,8.09,5.55
swsh6-172,Shadow Rider Calyrex V,172,Rare Ultra,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/172_hires.png,39.27,30.61
swsh6-173,Galarian Zapdos V,173,Rare Ultra,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/173_hires.png,8.87,9.37
swsh6-174,Galarian Zapdos V,174,Rare Ultra,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/174_hires.png,58.61,66.19
swsh6-175,Sandaconda V,175,Rare Ultra,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/175_hires.png,2.23,1.77
swsh6-176,Galarian Moltres V,176,Rare Ultra,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/176_hires.png,12.66,17.81
swsh6-177,Galarian Moltres V,177,Rare Ultra,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/177_hires.png,225.64,234.18
swsh6-178,Galarian Slowking V,178,Rare Ultra,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/178_hires.png,5.07,5.09
swsh6-179,Galarian Slowking V,179,Rare Ultra,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/179_hires.png,42.35,112.2
swsh6-180,Liepard V,180,Rare Ultra,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/180_hires.png,2.8,2.67
swsh6-181,Metagross V,181,Rare Ultra,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/181_hires.png,3.68,5.82
swsh6-182,Blissey V,182,Rare Ultra,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/182_hires.png,6.34,8.67
swsh6-183,Blissey V,183,Rare Ultra,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/183_hires.png,23.69,41.13
swsh6-184,Tornadus V,184,Rare Ultra,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/184_hires.png,3.89,2.94
swsh6-185,Tornadus V,185,Rare Ultra,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/185_hires.png,58.88,32.26
swsh6-186,Agatha,186,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/186_hires.png,5.41,5.42
swsh6-187,Avery,187,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/187_hires.png,4.27,3.85
swsh6-188,Brawly,188,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/188_hires.png,3.26,2.14
swsh6-189,Caitlin,189,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/189_hires.png,21.97,24.89
swsh6-190,Doctor,190,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/190_hires.png,4.93,8.75
swsh6-191,Flannery,191,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/191_hires.png,13.74,16.14
swsh6-192,Honey,192,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/192_hires.png,6.67,6.09
swsh6-193,Karen's Conviction,193,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/193_hires.png,14.98,15.68
swsh6-194,Klara,194,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/194_hires.png,16.46,14.85
swsh6-195,Melony,195,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/195_hires.png,4.85,5.15
swsh6-196,Peonia,196,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/196_hires.png,9.81,10.67
swsh6-197,Peony,197,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/197_hires.png,4.26,3.5
swsh6-198,Siebold,198,Rare Ultra,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/198_hires.png,4.34,3.05
swshp-SWSH104,Victini V,SWSH104,Promo,Fire,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH104_hires.png,1.73,1.5
swshp-SWSH105,Gardevoir V,SWSH105,Promo,Psychic,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH105_hires.png,2.08,1.95
swshp-SWSH108,Empoleon V,SWSH108,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH108_hires.png,0.96,0.83
swshp-SWSH109,Tyranitar V,SWSH109,Promo,Darkness,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH109_hires.png,0.97,0.84
swshp-SWSH111,Galarian Rapidash V,SWSH111,Promo,Psychic,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH111_hires.png,1.66,3.28
swshp-SWSH112,Cinderace,SWSH112,Promo,Fire,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH112_hires.png,8.91,
swshp-SWSH113,Inteleon,SWSH113,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH113_hires.png,3.85,
swshp-SWSH114,Cresselia,SWSH114,Promo,Psychic,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH114_hires.png,4.68,
swshp-SWSH115,Passimian,SWSH115,Promo,Fighting,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH115_hires.png,3.43,
swshp-SWSH116,Morpeko,SWSH116,Promo,Lightning,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH116_hires.png,0.83,2.05
swshp-SWSH117,Phanpy,SWSH117,Promo,Fighting,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH117_hires.png,0.65,0.47
swshp-SWSH118,Eevee,SWSH118,Promo,Colorless,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH118_hires.png,2.07,4.9
swshp-SWSH119,Snorlax,SWSH119,Promo,Colorless,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH119_hires.png,1.2,4.58
swshp-SWSH178,Professor's Research,SWSH178,Promo,,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH178_hires.png,0.49,0.43
swsh6-199,Celebi VMAX,199,Rare Rainbow,Grass,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/199_hires.png,13.66,26.49
swsh6-200,Blaziken VMAX,200,Rare Rainbow,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/200_hires.png,19.64,30.85
swsh6-201,Blaziken VMAX,201,Rare Rainbow,Fire,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/201_hires.png,344.58,385.31
swsh6-202,Ice Rider Calyrex VMAX,202,Rare Rainbow,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/202_hires.png,9.0,11.1
swsh6-203,Ice Rider Calyrex VMAX,203,Rare Rainbow,Water,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/203_hires.png,60.63,39.14
swsh6-204,Shadow Rider Calyrex VMAX,204,Rare Rainbow,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/204_hires.png,12.87,9.33
swsh6-205,Shadow Rider Calyrex VMAX,205,Rare Rainbow,Psychic,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/205_hires.png,87.42,67.31
swsh6-206,Sandaconda VMAX,206,Rare Rainbow,Fighting,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/206_hires.png,6.85,7.48
swsh6-207,Galarian Slowking VMAX,207,Rare Rainbow,Darkness,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/207_hires.png,8.04,12.15
swsh6-208,Metagross VMAX,208,Rare Rainbow,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/208_hires.png,8.41,14.71
swsh6-209,Tornadus VMAX,209,Rare Rainbow,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/209_hires.png,5.86,7.27
swsh6-210,Agatha,210,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/210_hires.png,5.87,5.31
swsh6-211,Avery,211,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/211_hires.png,7.15,6.57
swsh6-212,Brawly,212,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/212_hires.png,6.85,5.02
swsh6-213,Caitlin,213,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/213_hires.png,8.29,16.44
swsh6-214,Doctor,214,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/214_hires.png,6.48,9.0
swsh6-215,Flannery,215,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/215_hires.png,5.49,6.16
swsh6-216,Karen's Conviction,216,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/216_hires.png,5.39,9.92
swsh6-217,Klara,217,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/217_hires.png,7.77,9.92
swsh6-218,Melony,218,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/218_hires.png,6.12,9.29
swsh6-219,Peonia,219,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/219_hires.png,7.73,7.67
swsh6-220,Peony,220,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/220_hires.png,5.68,4.69
swsh6-221,Siebold,221,Rare Rainbow,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/221_hires.png,5.22,4.64
swsh6-222,Electrode,222,Rare Secret,Lightning,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/222_hires.png,15.0,15.63
swsh6-223,Bronzong,223,Rare Secret,Metal,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/223_hires.png,6.55,5.92
swsh6-224,Snorlax,224,Rare Secret,Colorless,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/224_hires.png,109.59,137.96
swsh6-225,Echoing Horn,225,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/225_hires.png,4.34,2.28
swsh6-226,Fan of Waves,226,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/226_hires.png,4.2,2.68
swsh6-227,Fog Crystal,227,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/227_hires.png,5.59,5.2
swsh6-228,Rugged Helmet,228,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/228_hires.png,4.55,2.51
swsh6-229,Urn of Vitality,229,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/229_hires.png,4.31,2.5
swsh6-230,Welcoming Lantern,230,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/230_hires.png,4.25,2.53
swsh6-231,Water Energy,231,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/231_hires.png,11.83,16.01
swsh6-232,Psychic Energy,232,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/232_hires.png,9.75,15.57
swsh6-233,Fighting Energy,233,Rare Secret,,Chilling Reign,2021/06/18,https://images.pokemontcg.io/swsh6/233_hires.png,10.99,12.77
swsh7-2,Hoppip,2,Common,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/2_hires.png,0.02,
swsh7-4,Jumpluff,4,Rare Holo,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/4_hires.png,0.34,0.34
swsh7-6,Tropius,6,Rare,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/6_hires.png,0.1,
swsh7-1,Pinsir,1,Rare,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/1_hires.png,0.06,
swsh7-3,Skiploom,3,Uncommon,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/3_hires.png,0.08,
swsh7-5,Seedot,5,Common,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/5_hires.png,0.03,
swsh7-8,Leafeon VMAX,8,Rare Holo VMAX,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/8_hires.png,6.64,9.97
swsh7-10,Lilligant,10,Rare,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/10_hires.png,0.08,
swsh7-9,Petilil,9,Common,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/9_hires.png,0.06,
swsh7-12,Crustle,12,Uncommon,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/12_hires.png,0.03,
swsh7-13,Trevenant V,13,Rare Holo V,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/13_hires.png,0.68,0.83
swsh7-11,Dwebble,11,Common,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/11_hires.png,0.03,
swsh7-7,Leafeon V,7,Rare Holo V,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/7_hires.png,2.18,3.34
swsh7-14,Trevenant VMAX,14,Rare Holo VMAX,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/14_hires.png,1.6,1.78
swsh7-36,Sharpedo,36,Rare,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/36_hires.png,0.05,
swsh7-41,Glaceon VMAX,41,Rare Holo VMAX,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/41_hires.png,7.26,8.84
swsh7-46,Wishiwashi,46,Rare,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/46_hires.png,0.12,
swsh7-44,Bergmite,44,Common,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/44_hires.png,0.02,
swsh7-35,Carvanha,35,Common,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/35_hires.png,0.04,
swsh7-43,Cryogonal,43,Common,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/43_hires.png,0.05,
